LinkID,RecID,q1c_relation,q1d_date,State,q2d_date,q2e_houseID,q2e_visitNo,q2e_tblRecord,q1_pumpGas,q2_spill,q3_sit,q4_open,q5_garage,q6_make,q6_model,q6_year,q7_clean,q8_start,q9_grill,q10_tobacco,q11_perfume,q12_airfreshner,q13_travel,q13_totalmins,q14_indoors,q14_totalmins,q15_vehicle,q15_totalmins,q16_swimming,q16_totalmins,q17_cleaning,q17_totalmins,q18_workshop,q18_totalmins,q19_windows,q19_totalmins,q20_bath,q20_totalmins,q21_shower,q21_totalmins,q22_shower,q22_totalmins,q23_markers,q23_totalmins,q24_incense,q24_totalmins,q25_centralair,q25_temperature,q25_type,q25_totalmins,q26_windowAC,q26_type,q26_totalmins,q26_rooms,q27_atticfan,q27_totalmins,q28_evapcooler,q28_totalmins,q29_fan,q29_totalmins,q30_windowfan,q30_totalmins,q31_exhaustfan,q31_totalmins,q32_woodstove,q32_totalmins,q32b_fumes,q32b_totalmins,q33_oilfurnace,q33_totalmins,q33b_fumes,q33b_totalmins,q34_keroseneheater,q34_totalmins,q34b_fumes,q34b_totalmins,q35_unventedgas,q35_totalmins,q35b_fumes,q35b_totalmins,q36_fireplace,q36_totalmins,q36b_fumes,q36b_totalmins,q37_oven,q37_totalmins,q38_centralheat,q38_totalmins,q39_elecprecip,q39_totalmins,q40_humidifier,q40_totalmins,q41_otherair,q41a_HEPA,q41a_totalmins,q41b_odorreducer,q41b_totalmins,q41c_other,q41c_desc,q41c_totalmins,q42_dishwasher,q42_totalmins,q43_clotheswasher,q43_totalmins,q44_clothesdryer,q44_totalmins,q45_drycleaning,q45_totalmins,q46_wax,q46_totalmins,q47_polishremover,q47_totalmins,q48_paints,q48b_you,q48b_totalmins,q48c_other,q48c_totalmins,q49_glue,q49b_you,q49b_totalmins,q49c_other,q49c_totalmins,q50_gasmower,q50b_you,q50b_totalmins,q50c_other,q50c_totalmins,q51_chainsaw,q51b_you,q51b_totalmins,q51c_other,q51c_totalmins,q52_sander,q52b_you,q52b_totalmins,q52c_other,q52c_totalmins,q53_pesticide,q53b_you,q53b_totalmins,q53c_other,q53c_totalmins,q54_vacuuming,q54b_you,q54b_totalmins,q54c_other,q54c_totalmins,q55_sweeping,q55b_you,q55b_totalmins,q55c_other,q55c_totalmins,q56_dusting,q56b_you,q56b_totalmins,q56c_other,q56c_totalmins,q57_cleaning,q57_list,q57b_you,q57b_totalmins,q57c_other,q57c_totalmins,q58_gardening,q58b_you,q58b_totalmins,q58c_other,q58c_totalmins,q59_woodworking,q59b_you,q59b_totalmins,q59c_other,q59c_totalmins,q60_welding,q60b_you,q60b_totalmins,q60c_other,q60c_totalmins,q61_cookinginside,q61b_you,q61b_totalmins,q61c_other,q61c_totalmins,q61d_exhaustfan,q61d_totalmins,q62_cookingoutside,q62b_you,q62b_totalmins,q62c_other,q62c_totalmins,q62_distance,q63_parkvehicle,q63_totalmins,q63b_detached,q63b_totalmins,q63c_carport,q63c_totalmins,q64_startvehicle,q64_totalmins,q64b_detached,q64b_totalmins,q64c_carport,q64c_totalmins,q65_dieselparked,q66_neardiesel
CA055130,87,NA,0000-00-00,CA,0000-00-00,CA065,1,87,Y,N,N,Y,N,GEO,PRISM,1989,N,N,N,N,N,N,Y,102,N,0,N,0,N,0,N,0,N,0,Y,39,N,0,Y,20,Y,30,Y,0,N,0,N,0,N,0,N,N,0,NA,Y,1680,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,Y,5,Y,5,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,40,Y,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,NA,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,30,N,0,N,0,N,N,0,N,0,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N
CA056130,121,NA,0000-00-00,CA,0000-00-00,CA066,1,121,Y,N,N,N,N,TOYOTA,TERCELL,1996,N,N,N,N,Y,N,Y,290,N,0,N,0,N,0,Y,10,N,0,Y,1200,N,0,Y,20,Y,70,N,0,N,0,N,0,N,0,Y,B,1080,"LIVINGROOM, ADU",N,0,N,0,Y,960,N,0,Y,10,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,Y,25,Y,30,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,2,Y,1,N,N,0,N,0,Y,Y,5,N,0,Y,N,0,Y,1,Y,"SHOWER POWER",Y,10,Y,5,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,10,N,0,Y,10,N,N,0,N,0,0,N,0,N,0,N,0,N,0,N,0,N,0,N,Y
CA057130,103,NA,0000-00-00,CA,0000-00-00,CA067,1,103,Y,N,N,N,N,FORD,RANGER,1992,N,N,Y,N,Y,N,Y,210,N,0,N,0,N,0,N,0,N,0,Y,1740,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,Y,10,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,5,N,0,N,N,0,N,0,N,N,0,N,0,N,NA,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,Y,Y,35,N,0,0,N,0,N,0,N,0,N,0,N,0,Y,0,N,Y
CA058130,100,NA,0000-00-00,CA,0000-00-00,CA068,1,100,N,N,N,N,N,NA,NA,0,N,N,N,N,Y,N,Y,50,N,0,N,0,N,0,N,0,N,0,Y,480,Y,60,N,0,Y,52,Y,2,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,Y,540,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,Y,90,Y,90,Y,90,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,N,0,Y,30,Y,N,0,Y,15,N,N,0,N,0,Y,BLEACH,N,0,Y,90,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,Y,0,N,0,N,0,Y,0,N,Y
CA059130,113,NA,0000-00-00,CA,0000-00-00,CA069,1,113,N,N,N,N,N,NISSAN,MAXIMA,1990,N,N,N,N,Y,N,Y,181,N,0,N,0,Y,7,N,0,N,0,Y,2880,N,0,Y,5,N,0,N,0,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,Y,1800,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,N,0,Y,15,N,0,N,0,Y,60,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,15,N,0,N,N,0,N,0,N,N,0,N,0,Y,"SOFT SCRUB",Y,5,N,0,Y,Y,30,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,30,N,0,N,0,N,N,0,N,0,0,N,0,Y,0,N,0,N,0,Y,0,N,0,N,N
CA060130,107,NA,0000-00-00,CA,0000-00-00,CA070,1,107,N,N,N,N,N,NA,NA,0,N,N,N,N,N,N,Y,135,N,0,N,0,N,0,N,0,N,0,Y,1320,N,0,Y,20,Y,70,Y,0,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,Y,40,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,Y,60,Y,120,Y,180,N,0,N,0,N,0,Y,N,0,Y,1,N,N,0,N,0,Y,N,0,Y,10,Y,N,0,Y,10,N,N,0,N,0,N,N,0,N,0,Y,N,0,Y,60,Y,N,0,Y,15,Y,N,0,Y,15,N,NA,N,0,N,0,Y,N,0,Y,15,N,N,0,N,0,N,N,0,N,0,Y,Y,15,Y,15,Y,40,N,N,0,N,0,0,N,0,Y,0,N,0,N,0,Y,0,N,0,N,Y
CA061130,123,NA,0000-00-00,CA,0000-00-00,CA071,1,123,N,N,N,N,N,HONDA,ACCORD,1992,N,N,N,N,Y,N,Y,80,N,0,N,0,N,0,Y,10,N,0,Y,2880,N,0,Y,20,N,0,N,0,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,Y,90,Y,30,Y,60,N,0,Y,10,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,10,N,0,Y,Y,10,N,0,Y,"DETERGENT, SWIPES",Y,10,N,0,Y,Y,30,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,Y,7,N,0,N,0,Y,10,N,0,N,Y
CA062130,144,NA,0000-00-00,CA,0000-00-00,CA072,1,144,N,N,N,N,N,CHEVROLET,CAPRICE,1976,N,N,N,N,Y,Y,Y,152,N,0,N,0,N,0,Y,10,N,0,Y,2880,N,0,Y,45,Y,90,N,0,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,Y,2880,N,0,Y,135,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,Y,60,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,30,N,0,N,N,0,N,0,Y,BONAMI,Y,10,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,180,N,0,N,0,N,N,0,N,0,0,N,0,N,0,Y,0,N,0,N,0,Y,0,N,Y
CA063130,163,NA,0000-00-00,CA,0000-00-00,CA073,1,163,N,N,N,N,N,NA,NA,0,N,N,N,N,Y,Y,Y,210,N,0,N,0,N,0,N,0,N,0,Y,1440,Y,40,Y,20,Y,20,N,0,N,0,Y,78,C,120,N,N,0,NA,N,0,N,0,Y,960,N,0,Y,20,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,Y,45,Y,120,Y,120,N,0,N,0,N,0,Y,N,0,Y,2880,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,N,0,Y,0,N,N,0,N,0,Y,N,0,Y,45,N,N,0,N,0,N,N,0,N,0,N,NA,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,N,0,N,0,N,0,N,0,D,Y
CA065130,104,NA,0000-00-00,CA,0000-00-00,CA075,1,104,Y,N,Y,N,N,FORD,TEMPO,1992,N,N,N,N,Y,Y,Y,360,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,10,Y,60,N,0,N,0,Y,79,D,480,N,N,0,NA,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,Y,60,N,0,N,0,N,0,N,0,N,N,0,Y,240,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,30,N,0,N,N,0,N,0,Y,Y,30,N,0,N,NA,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,30,N,0,N,0,N,N,0,N,0,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,N
CA066130,112,NA,0000-00-00,CA,0000-00-00,CA076,1,112,N,N,N,N,N,NA,NA,0,N,N,N,N,Y,N,Y,25,N,0,N,0,N,0,N,0,N,0,Y,780,N,0,Y,5,N,0,N,0,N,0,N,0,N,0,Y,C,1380,"FAMILY ROOM",N,0,N,0,Y,2760,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,Y,840,N,0,N,NA,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,N,0,Y,10,Y,N,0,Y,10,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,NA,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,Y,0,N,0,N,0,Y,0,N,0,N,N
CA067130,115,NA,0000-00-00,CA,0000-00-00,CA077,1,115,N,N,N,N,N,CHEVY,PICK-UP,1978,N,N,N,N,N,N,Y,180,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,30,Y,30,N,0,N,0,Y,78,C,600,N,N,0,NA,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,"LYSOL SPRAY",N,0,Y,2,Y,Y,300,N,0,N,N,0,N,0,N,N,0,N,0,Y,N,0,Y,5,N,0,N,N,0,N,0,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N
CA068130,129,NA,0000-00-00,CA,0000-00-00,CA078,1,129,N,N,N,N,N,NA,NA,0,N,N,N,N,Y,Y,N,0,N,0,N,0,N,0,N,0,N,0,Y,1440,N,0,N,0,N,0,Y,1,N,0,Y,69,C,1440,N,N,0,NA,N,0,N,0,Y,600,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,Y,1440,N,0,N,NA,0,Y,40,Y,100,Y,100,N,0,N,0,Y,20,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,NA,N,0,N,0,Y,N,0,Y,60,N,N,0,N,0,N,N,0,N,0,Y,Y,300,N,0,N,0,N,N,0,N,0,0,N,0,Y,0,N,0,N,0,Y,0,N,0,Y,N
CA069130,149,NA,0000-00-00,CA,0000-00-00,CA079,1,149,Y,N,N,N,N,DODGE,"RAM DAKOTA TRUC",1992,N,N,Y,N,Y,Y,Y,267,N,0,N,0,N,0,N,0,N,0,Y,720,N,0,Y,20,Y,30,N,0,N,0,Y,78,C,960,N,N,0,NA,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,Y,80,Y,200,N,0,N,0,N,0,Y,N,0,Y,180,N,N,0,N,0,N,N,0,N,0,Y,N,0,Y,180,Y,N,0,Y,30,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,NA,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,Y,Y,10,N,0,15,N,0,Y,0,N,0,N,0,Y,0,N,0,N,Y
CA070130,164,NA,0000-00-00,CA,0000-00-00,CA080,1,164,N,N,N,N,N,HONDA,CRX,1991,N,N,Y,N,Y,Y,Y,181,N,0,N,0,N,0,N,0,N,0,Y,2880,N,0,Y,20,Y,25,Y,1,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,Y,90,N,0,Y,60,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,Y,30,Y,50,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,NA,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,Y,Y,240,N,0,0,Y,0,N,0,N,0,Y,0,N,0,N,0,Y,Y
CA071130,155,NA,0000-00-00,CA,0000-00-00,CA081,1,155,N,N,N,N,N,VOLVO,"790 SEDAN GL",1986,N,N,N,N,Y,N,Y,225,N,0,N,0,N,0,N,0,Y,15,Y,20,N,0,Y,30,Y,40,N,5,N,20,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,Y,10,Y,30,Y,1650,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,NA,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,N,0,Y,15,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,N,0,N,0,N,0,N,0,N,Y
CA072130,154,NA,0000-00-00,CA,0000-00-00,CA082,1,154,N,N,N,N,N,HONDA,INSIGHT,2000,N,N,N,N,Y,N,Y,510,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,45,N,0,N,0,N,0,Y,78,C,600,N,N,0,NA,N,0,N,0,Y,1200,N,0,Y,60,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,NA,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,Y,0,N,0,N,0,Y,0,N,0,N,0,N,Y
CA073130,156,NA,0000-00-00,CA,0000-00-00,CA083,1,156,N,N,N,N,N,LEXUS,95400,2000,N,N,N,N,N,N,Y,120,N,0,N,0,N,0,N,0,N,0,Y,480,N,0,Y,30,N,0,Y,5,N,0,Y,74,C,2400,N,N,0,NA,N,0,N,0,Y,960,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,NA,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,Y,N,0,Y,2880,200,Y,0,N,0,N,0,Y,0,N,0,N,0,Y,Y
CA074130,158,NA,0000-00-00,CA,0000-00-00,CA084,1,158,N,N,N,N,N,CHEVY,BLAZER,1982,N,N,N,N,Y,N,Y,10,N,0,N,0,N,0,N,0,N,0,Y,2880,N,0,Y,10,N,0,N,0,Y,60,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,Y,10,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,Y,20,Y,60,Y,60,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,10,N,0,N,N,0,N,0,N,N,0,N,0,Y,BLEACH,Y,30,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,Y,0,N,0,N,0,Y,0,N,Y
CA075130,157,NA,0000-00-00,CA,0000-00-00,CA085,1,157,N,N,N,N,N,FORD,"PICKUP F150",1997,N,N,N,N,N,N,Y,15,N,0,N,0,N,0,Y,60,N,0,Y,2880,N,0,Y,20,Y,15,N,0,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,Y,60,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,Y,90,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,"CHLORINE FOR POOL, LIQUID DETE",Y,60,N,0,Y,Y,20,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,35,N,0,N,0,N,N,0,N,0,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,Y
CA076130,165,NA,0000-00-00,CA,0000-00-00,CA086,1,165,N,N,N,N,Y,NISSAN,240SX,1989,N,N,N,N,Y,N,Y,150,N,0,Y,20,N,0,N,0,N,0,Y,2880,N,0,Y,60,Y,90,Y,1,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,N,0,Y,120,N,N,0,N,0,Y,N,0,Y,30,Y,Y,10,N,0,N,N,0,N,0,N,NA,N,0,N,0,N,N,0,N,0,Y,N,0,Y,120,N,N,0,N,0,N,N,0,N,0,N,0,Y,N,0,Y,120,0,N,0,N,0,Y,0,N,0,N,0,Y,0,Y,Y
CA077130,159,NA,0000-00-00,CA,0000-00-00,CA087,1,159,N,N,N,N,N,CHEVY,"ASTRO VAN",1986,N,N,N,N,Y,N,Y,134,N,0,N,0,N,0,N,0,N,0,Y,720,N,0,Y,20,Y,65,N,0,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,Y,240,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,Y,60,Y,90,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,N,0,Y,10,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,NA,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,45,N,0,N,0,N,N,0,N,0,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,N
CA078130,162,NA,0000-00-00,CA,0000-00-00,CA088,1,159,n,n,n,N,N,FORD,NA,0,N,N,N,N,Y,N,Y,10,N,0,N,0,N,0,N,0,N,0,N,0,Y,15,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,Y,20,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,N,0,Y,90,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,20,N,0,N,NA,N,0,N,0,Y,Y,480,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,20,N,0,Y,20,N,N,0,N,0,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,N
CA079130,74,NA,0000-00-00,CA,0000-00-00,CA100,1,74,Y,N,N,N,N,FORD,TAURAS,1997,N,N,N,N,N,N,Y,150,N,0,N,0,N,0,N,0,N,0,Y,480,N,0,Y,20,Y,10,N,0,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,NA,N,0,N,0,Y,Y,20,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N
CA080130,84,NA,0000-00-00,CA,0000-00-00,CA101,1,84,N,N,N,N,N,NA,NA,0,N,N,N,N,Y,Y,Y,120,N,0,N,0,Y,60,N,0,N,0,Y,2880,N,0,Y,40,Y,45,Y,30,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,Y,360,N,0,Y,120,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,"LAB CLEANING SOLUTIONS",Y,30,Y,30,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,N,0,Y,30,N,0,N,N,0,N,0,0,N,0,N,0,Y,0,N,0,N,0,Y,0,Y,N
CA081130,85,NA,0000-00-00,CA,0000-00-00,CA102,1,85,N,N,N,N,N,NA,NA,0,N,N,N,N,Y,Y,N,0,N,0,N,0,N,0,Y,30,N,0,Y,2880,N,0,Y,30,Y,30,Y,30,N,0,Y,72,C,60,N,N,0,NA,N,0,N,0,N,0,N,0,Y,30,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,Y,20,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,20,N,0,N,N,0,N,0,Y,Y,20,N,0,Y,WINDEX,Y,30,Y,20,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,Y,0,N,0,N,0,Y,0,N,0,N,0,N,N
