,aqi_co
442056,safe
459687,safe
515712,safe
242898,safe
136712,safe
274671,safe
241995,safe
555112,safe
171832,safe
329413,safe
544187,safe
178365,safe
525612,safe
222980,safe
347760,safe
225274,safe
148463,safe
361010,safe
533687,safe
478687,safe
83352,safe
566894,safe
171679,safe
185935,safe
551862,safe
440820,safe
547662,safe
31611,safe
193753,safe
239148,safe
244623,safe
121180,safe
10577,safe
167105,safe
267749,safe
554812,safe
468662,safe
82297,safe
475062,safe
421932,safe
464212,safe
357855,safe
96585,safe
445037,safe
25664,safe
27577,safe
142644,safe
153101,safe
534887,safe
465662,safe
450387,safe
21178,safe
522987,safe
67509,safe
3110,safe
470412,safe
500112,safe
277518,safe
461662,safe
281065,safe
576992,safe
254987,safe
206388,safe
18133,safe
358110,safe
423645,safe
111774,safe
207722,safe
288156,safe
284873,safe
512687,safe
530937,safe
574913,safe
36454,safe
289312,safe
69305,safe
405079,safe
379955,safe
440996,safe
475537,safe
124902,safe
464912,safe
57643,safe
550237,safe
46915,safe
215462,safe
43657,safe
386585,safe
507062,safe
469337,safe
201857,safe
517962,safe
169784,safe
54371,safe
356580,safe
254383,safe
456062,safe
48507,safe
479062,safe
4398,safe
513387,safe
24959,safe
576863,safe
359310,safe
344347,safe
568010,safe
230658,safe
294512,safe
352657,safe
492362,safe
316503,safe
237186,safe
441353,safe
476562,safe
385771,safe
206736,safe
211934,safe
102626,safe
379056,safe
567092,safe
26210,safe
50492,safe
268188,safe
486512,safe
566165,safe
436820,safe
340365,safe
462262,safe
281983,safe
9481,safe
567929,safe
311805,safe
395765,safe
553937,safe
414707,safe
454212,safe
461287,safe
237830,safe
544162,safe
104496,safe
318118,safe
214153,safe
566669,safe
509037,safe
543487,safe
422442,safe
99070,safe
104020,safe
33286,safe
389900,safe
226547,safe
217988,safe
37406,safe
133865,safe
83844,safe
146983,safe
470912,safe
307264,safe
219795,safe
525412,safe
103028,safe
564239,safe
399773,safe
359905,safe
458062,safe
481737,safe
297438,safe
376140,safe
537137,safe
451712,safe
508737,safe
481262,safe
155668,safe
566597,safe
556187,safe
487362,safe
244648,safe
453137,safe
475162,safe
564158,safe
22557,safe
564509,safe
105958,safe
548037,safe
574688,safe
565058,safe
260883,safe
97681,safe
310337,safe
477212,safe
482512,safe
40947,safe
206498,safe
47748,safe
190055,safe
467462,safe
573059,safe
51414,safe
271315,safe
219200,safe
282291,safe
260679,safe
335569,safe
570521,safe
86165,safe
437379,safe
270244,safe
558012,safe
249489,safe
92548,safe
203355,safe
201796,safe
479487,safe
537412,safe
88496,safe
505462,safe
489212,safe
356325,safe
74230,safe
217833,safe
208234,safe
559737,safe
174569,safe
205912,safe
190686,safe
19323,safe
574580,safe
479462,safe
249895,safe
554987,safe
152378,safe
89592,safe
384800,safe
500562,safe
573815,safe
440183,safe
122690,safe
371720,safe
273481,safe
97479,safe
527437,safe
434015,safe
570863,safe
199773,safe
507962,safe
539587,safe
17264,safe
541487,safe
575408,safe
338240,safe
280436,safe
538537,safe
539962,safe
357090,safe
247778,safe
514987,safe
125998,safe
173190,safe
402323,safe
312060,safe
130212,safe
402408,safe
105244,safe
564680,safe
167642,safe
438095,safe
567992,safe
569243,safe
210387,safe
570233,safe
111307,safe
462887,safe
499962,safe
576542,safe
188746,safe
297948,safe
188126,safe
122452,safe
277994,safe
243865,safe
104566,safe
47009,safe
577271,safe
9600,safe
227059,safe
207365,safe
279471,safe
257706,safe
405880,safe
37525,safe
218987,safe
566975,safe
404873,safe
270756,safe
262107,safe
564725,safe
299769,safe
353203,safe
283887,safe
143179,safe
462837,safe
160561,safe
35069,safe
94266,safe
329923,safe
489512,safe
378170,safe
516912,safe
209282,safe
484412,safe
106171,safe
455487,safe
206864,safe
167523,safe
556562,safe
489337,safe
463087,safe
278445,safe
282935,safe
122962,safe
61812,safe
576803,safe
317487,safe
563438,safe
405213,safe
160063,safe
438484,safe
464287,safe
309827,safe
109145,safe
87364,safe
250643,safe
507187,safe
523312,safe
160395,safe
573050,safe
386670,safe
446412,safe
164905,safe
570035,safe
52530,safe
469587,safe
484487,safe
276604,safe
440671,safe
156633,safe
117257,safe
556487,safe
565706,safe
299988,safe
559762,safe
166986,safe
391090,safe
169223,safe
447337,safe
538512,safe
517287,safe
140313,safe
471212,safe
38843,safe
246469,safe
4863,safe
204747,safe
237125,safe
528287,safe
396749,safe
436614,safe
137956,safe
65381,safe
521237,safe
97885,safe
460537,safe
303828,safe
505587,safe
433724,safe
569234,safe
546212,safe
461487,safe
569099,safe
355972,safe
16002,safe
414962,safe
235270,safe
96576,safe
408054,safe
399979,safe
576965,safe
218715,safe
289788,safe
254298,safe
251351,safe
18609,safe
482412,safe
139157,safe
99332,safe
48687,safe
276555,safe
483137,safe
408515,safe
24901,safe
236912,safe
9863,safe
364629,safe
238816,safe
570323,safe
195718,safe
87068,safe
253346,safe
1576,safe
262262,safe
119871,safe
555562,safe
208402,safe
441932,safe
544337,safe
440976,safe
170330,safe
28410,safe
548712,safe
493462,safe
294548,safe
423851,safe
269923,safe
407119,safe
441379,safe
521687,safe
516762,safe
431295,safe
275717,safe
412886,safe
65996,safe
61491,safe
299599,safe
507512,safe
480587,safe
466062,safe
64479,safe
256534,safe
132855,safe
171154,safe
145079,safe
520462,safe
267810,safe
495012,safe
379481,safe
240839,safe
500987,safe
289193,safe
569909,safe
88945,safe
90712,safe
320547,safe
332571,safe
424191,safe
317693,safe
470112,safe
571394,safe
132736,safe
136032,safe
574337,safe
96100,safe
400234,safe
289202,safe
40141,safe
214238,safe
567164,safe
20046,safe
453687,safe
172869,safe
58463,safe
123721,safe
78062,safe
44014,safe
565454,safe
298507,safe
203642,safe
289074,safe
435205,safe
307519,safe
415387,safe
233464,safe
198406,safe
500837,safe
381740,safe
191364,safe
401388,safe
314633,safe
120967,safe
457587,safe
209435,safe
97775,safe
302266,safe
570962,safe
574184,safe
469487,safe
573950,safe
129202,safe
113568,safe
156965,safe
441002,safe
496312,safe
342078,safe
355462,safe
568649,safe
503812,safe
235081,safe
389050,safe
127545,safe
575777,safe
442130,safe
453437,safe
359650,safe
164835,safe
273575,safe
136306,safe
441503,safe
409074,safe
936,safe
545687,safe
178951,safe
57668,safe
490912,safe
231015,safe
538762,safe
47546,safe
464812,safe
505912,safe
475462,safe
227178,safe
502762,safe
61372,safe
38154,safe
165500,safe
541537,safe
494137,safe
441874,safe
127426,safe
234203,safe
447137,safe
475412,safe
156882,safe
219081,safe
180038,safe
436529,safe
106672,safe
497912,safe
165583,safe
330822,safe
501737,safe
441568,safe
174093,safe
39344,safe
67579,safe
372655,safe
465237,safe
110261,safe
51033,safe
457687,safe
441808,safe
138910,safe
189853,safe
63716,safe
501287,safe
548012,safe
22377,safe
116042,safe
429461,safe
53861,safe
186173,safe
17953,safe
465412,safe
209841,safe
111902,safe
347103,safe
213906,safe
13544,safe
234297,safe
109632,safe
432534,safe
119505,safe
465712,safe
151020,safe
35392,safe
574634,safe
24840,safe
507362,safe
568127,safe
174890,safe
503312,safe
178713,safe
418411,safe
131748,safe
526087,safe
540637,safe
451512,safe
524512,safe
458662,safe
499587,safe
545487,safe
511912,safe
277637,safe
551787,safe
58631,safe
407410,safe
445287,safe
308588,safe
458762,safe
440541,safe
286539,safe
53800,safe
88377,safe
576470,safe
88734,safe
512562,safe
570665,safe
222493,safe
197061,safe
525462,safe
525237,safe
564761,safe
162482,safe
206889,safe
430311,safe
491712,safe
56801,safe
300684,safe
515137,safe
541912,safe
569558,safe
385395,safe
300831,safe
57524,safe
10101,safe
212766,safe
279186,safe
508587,safe
282102,safe
180855,safe
76778,safe
515187,safe
65796,safe
249096,safe
549762,safe
243483,safe
277850,safe
215819,safe
573032,safe
131961,safe
173556,safe
300073,safe
180974,safe
330348,safe
2634,safe
205546,safe
567983,safe
237424,safe
110654,safe
376725,safe
529012,safe
69339,safe
96729,safe
100888,safe
511737,safe
301851,safe
333202,safe
566354,safe
477112,safe
413651,safe
53086,safe
138066,safe
488037,safe
447937,safe
34364,safe
236402,safe
283777,safe
485087,safe
561362,safe
481212,safe
363730,safe
184605,safe
436954,safe
237388,safe
490887,safe
235484,safe
448787,safe
343278,safe
420366,safe
30448,safe
569738,safe
452987,safe
102328,safe
172164,safe
108229,safe
296977,safe
264179,safe
505712,safe
67747,safe
515312,safe
345609,safe
509087,safe
260892,safe
551362,safe
514837,safe
551737,safe
434185,safe
530837,safe
445262,safe
512287,safe
79524,safe
564905,safe
291099,safe
341519,safe
58427,safe
482612,safe
76967,safe
263501,safe
358450,safe
384326,safe
546537,safe
441308,safe
522712,safe
19689,safe
66710,safe
148344,safe
272126,safe
1493,safe
452262,safe
15006,safe
88554,safe
121415,safe
124069,safe
47961,safe
483762,safe
384241,safe
2241,safe
555687,safe
494687,safe
111069,safe
446787,safe
61848,safe
556112,safe
15338,safe
469437,safe
541937,safe
165976,safe
71933,safe
553737,safe
205580,safe
9591,safe
6825,safe
313469,safe
570170,safe
71136,safe
566876,safe
155073,safe
269478,safe
69397,safe
181749,safe
238495,safe
202571,safe
137541,safe
565355,safe
487987,safe
354648,safe
161425,safe
553187,safe
573860,safe
524287,safe
182710,safe
59908,safe
430275,safe
218511,safe
368101,safe
517887,safe
168271,safe
13425,safe
237983,safe
250023,safe
290419,safe
173904,safe
461962,safe
516437,safe
64809,safe
69139,safe
490187,safe
406269,safe
245719,safe
371429,safe
356799,safe
105338,safe
421556,safe
507412,safe
564617,safe
163919,safe
24831,safe
388370,safe
286038,safe
168152,safe
181441,safe
521787,safe
107114,safe
135116,safe
210921,safe
242709,safe
352098,safe
312874,safe
566417,safe
2097,safe
224228,safe
160595,safe
109681,safe
367032,safe
567038,safe
450137,safe
446937,safe
563375,safe
145546,safe
3074,safe
410604,safe
101138,safe
561787,safe
88545,safe
572816,safe
576902,safe
478712,safe
526962,safe
180141,safe
284790,safe
77025,safe
514437,safe
519612,safe
42653,safe
119182,safe
468237,safe
241351,safe
7957,safe
572456,safe
269853,safe
57277,safe
49258,safe
218428,safe
20165,safe
536512,safe
441249,safe
546887,safe
450562,safe
185472,safe
181212,safe
270814,safe
121250,safe
58939,safe
183092,safe
186579,safe
176403,safe
401048,safe
76192,safe
72732,safe
495212,safe
63408,safe
540237,safe
312910,safe
535237,safe
567101,safe
567632,safe
519987,safe
104054,safe
68614,safe
513537,safe
88875,safe
314767,safe
528962,safe
161544,safe
516487,safe
139956,safe
568496,safe
556712,safe
151164,safe
122818,safe
295022,safe
424956,safe
207450,safe
523162,safe
300635,safe
549962,safe
17239,safe
531987,safe
440697,safe
574031,safe
130917,safe
181987,safe
460587,safe
180404,safe
190030,safe
559037,safe
341215,safe
572906,safe
456437,safe
575237,safe
142242,safe
355073,safe
484387,safe
278995,safe
2454,safe
165619,safe
18728,safe
214034,safe
30756,safe
47784,safe
478337,safe
513487,safe
566363,safe
566939,safe
48770,safe
541387,safe
66472,safe
177795,safe
576524,safe
570458,safe
84771,safe
179021,safe
137008,safe
380210,safe
468037,safe
245957,safe
466762,safe
54407,safe
34986,safe
547312,safe
211635,safe
143215,safe
384496,safe
330518,safe
436735,safe
32325,safe
478137,safe
210436,safe
209994,safe
76064,safe
529362,safe
502737,safe
127224,safe
23592,safe
166034,safe
538412,safe
267929,safe
443537,safe
96457,safe
263690,safe
526337,safe
85878,safe
162507,safe
338325,safe
161059,safe
564077,safe
539737,safe
328442,safe
335520,safe
178152,safe
81415,safe
279828,safe
181679,safe
111332,safe
153092,safe
307957,safe
262381,safe
524812,safe
26805,safe
533487,safe
511287,safe
149296,safe
568883,safe
33277,safe
176843,safe
440281,safe
404824,safe
308758,safe
473912,safe
45476,safe
70635,safe
351807,safe
387350,safe
551962,safe
484587,safe
48864,safe
292132,safe
475112,safe
565742,safe
389511,safe
1969,safe
12756,safe
520012,safe
437039,safe
533162,safe
308503,safe
561537,safe
230494,safe
345233,safe
220938,safe
240091,safe
121241,safe
110236,safe
138672,safe
571997,safe
489787,safe
218284,safe
514012,safe
442062,safe
393470,safe
257953,safe
360464,safe
79023,safe
326013,safe
483487,safe
440846,safe
344808,safe
252989,safe
43666,safe
59813,safe
569900,safe
401339,safe
532637,safe
27925,safe
6410,safe
151853,safe
317402,safe
464487,safe
4661,safe
10836,safe
572060,safe
19262,safe
169903,safe
386621,safe
26686,safe
469462,safe
120228,safe
539262,safe
111417,safe
205342,safe
266703,safe
474262,safe
353592,safe
20821,safe
559262,safe
567461,safe
273993,safe
299514,safe
576020,safe
140551,safe
502112,safe
346253,safe
478312,safe
569855,safe
415217,safe
456337,safe
367506,safe
256916,safe
230741,safe
388030,safe
69148,safe
346289,safe
482537,safe
568388,safe
345112,safe
476337,safe
27876,safe
573338,safe
410555,safe
395595,safe
573887,safe
576245,safe
12554,safe
367882,safe
26174,safe
297196,safe
74041,safe
153220,safe
441295,safe
442487,safe
472812,safe
93671,safe
238672,safe
252668,safe
169378,safe
244684,safe
467337,safe
105125,safe
445812,safe
371380,safe
543037,safe
195837,safe
440307,safe
50171,safe
95624,safe
348891,safe
565652,safe
294852,safe
205699,safe
453012,safe
442136,safe
205317,safe
158660,safe
484787,safe
549712,safe
568793,safe
478737,safe
184401,safe
236997,safe
118294,safe
197979,safe
154637,safe
431671,safe
40058,safe
131867,safe
127044,safe
541762,safe
169973,safe
20071,safe
234917,safe
519212,safe
563177,safe
475687,safe
423511,safe
520862,safe
144271,safe
568937,safe
353543,safe
374865,safe
255369,safe
410179,safe
239624,safe
541187,safe
554362,safe
220318,safe
234773,safe
33073,safe
511087,safe
505937,safe
63170,safe
471937,safe
173581,safe
234645,safe
516137,safe
377405,safe
452362,safe
543962,safe
288073,safe
210113,safe
159491,safe
552862,safe
488062,safe
390616,safe
312655,safe
48071,safe
530537,safe
473212,safe
167294,safe
239328,safe
15147,safe
145854,safe
550462,safe
348476,safe
477187,safe
532112,safe
530062,safe
41865,safe
425041,safe
144960,safe
69007,safe
90425,safe
20870,safe
70828,safe
51116,safe
559787,safe
181560,safe
184971,safe
90032,safe
291014,safe
106995,safe
149940,safe
413141,safe
91971,safe
