,aqi_ozone
1141316,unhealthy for sensitive groups
1121100,safe
716812,safe
712202,safe
426683,safe
908511,safe
150041,safe
119083,safe
1007100,safe
702121,safe
236196,unhealthy for sensitive groups
702325,safe
36855,safe
462597,safe
497510,safe
169518,safe
250822,safe
304455,unhealthy
832930,safe
307649,unhealthy
177189,safe
596775,unhealthy for sensitive groups
963533,safe
257888,safe
957704,safe
55160,safe
1145403,safe
341185,safe
591115,safe
686355,safe
89694,unhealthy for sensitive groups
39085,safe
369297,safe
373787,safe
997598,unhealthy for sensitive groups
645075,safe
449797,safe
1191663,safe
263394,safe
912721,safe
1053936,safe
542201,safe
797855,safe
97782,safe
875310,safe
200179,safe
928968,unhealthy for sensitive groups
54164,safe
877932,safe
761137,safe
564363,safe
905198,safe
286708,safe
490105,safe
800461,safe
70098,safe
895305,safe
582212,unhealthy for sensitive groups
1000586,safe
842653,safe
9576,safe
451888,safe
37253,safe
828496,safe
240951,safe
156814,safe
900758,safe
273353,safe
990813,safe
311862,unhealthy for sensitive groups
594039,safe
782138,unhealthy for sensitive groups
1138791,unhealthy for sensitive groups
895810,safe
700015,safe
588592,safe
559056,safe
726360,safe
557631,safe
1167545,safe
946188,safe
799347,safe
1158657,safe
1203236,safe
852203,safe
443520,safe
469528,safe
1008441,safe
1036685,safe
167048,safe
355085,safe
1057446,safe
7227,safe
137703,safe
593548,safe
409194,safe
873337,safe
277211,safe
852403,safe
1085558,safe
730772,safe
768342,safe
909814,unhealthy for sensitive groups
736387,safe
913340,safe
799490,safe
879454,safe
276588,unhealthy for sensitive groups
126186,safe
860008,safe
1089290,safe
349006,safe
789004,safe
570143,safe
109247,safe
507047,safe
304354,unhealthy
1204563,safe
705590,safe
1185968,unhealthy for sensitive groups
322300,safe
454954,safe
746207,safe
228564,safe
165502,safe
239872,unhealthy for sensitive groups
12222,unhealthy for sensitive groups
541615,safe
13662,unhealthy for sensitive groups
762770,safe
748509,safe
23427,safe
962796,safe
1025214,safe
1061069,safe
847048,safe
810364,safe
637987,safe
763337,safe
88786,safe
863306,safe
455145,safe
274574,unhealthy for sensitive groups
763566,safe
1045873,safe
647271,safe
855178,safe
873979,safe
141446,safe
144651,unhealthy
615063,safe
1027328,safe
483959,safe
830188,safe
711060,safe
386001,safe
224580,safe
15273,safe
186107,safe
540587,safe
688939,safe
618448,safe
1011182,safe
797120,safe
977782,unhealthy
1068678,safe
637305,safe
570123,safe
110836,safe
478723,safe
394450,safe
378771,safe
285025,safe
415803,safe
723453,safe
175360,safe
4896,safe
823383,safe
896999,safe
1110484,safe
810046,safe
345109,safe
243837,safe
20457,safe
673009,safe
397224,safe
776419,safe
994791,safe
82901,safe
948308,safe
1086501,safe
944744,unhealthy for sensitive groups
647580,unhealthy for sensitive groups
401446,safe
365392,unhealthy for sensitive groups
831412,safe
326157,safe
577263,safe
813290,safe
309849,unhealthy for sensitive groups
252904,safe
106781,safe
438007,safe
922996,safe
1074309,safe
911749,safe
691038,safe
1204901,safe
427277,unhealthy for sensitive groups
875689,safe
1188170,safe
63655,safe
544656,safe
328781,safe
672826,safe
958399,safe
257750,safe
516637,safe
813261,safe
141797,safe
20178,safe
60220,safe
428501,safe
1147375,unhealthy for sensitive groups
1003522,safe
731269,safe
1118775,safe
1193090,safe
1075448,safe
588200,safe
1157585,safe
223978,safe
714852,safe
214133,safe
35820,safe
1157250,safe
565950,safe
590855,safe
905806,safe
283202,safe
375508,safe
1020987,safe
927138,safe
1845,safe
646001,safe
276166,unhealthy for sensitive groups
661406,safe
4419,safe
289001,safe
484189,safe
455537,safe
706941,safe
103140,safe
219496,safe
54340,safe
539453,safe
27945,safe
118268,safe
882449,safe
340282,safe
717792,unhealthy
598223,safe
268665,safe
73138,safe
47927,safe
53807,unhealthy for sensitive groups
82065,safe
1144557,safe
1206539,safe
495324,safe
935468,safe
1140437,safe
129245,safe
264373,safe
90460,unhealthy for sensitive groups
805386,safe
962997,safe
562795,safe
115117,safe
811964,unhealthy
231340,safe
592815,safe
645217,safe
49884,unhealthy for sensitive groups
1204381,safe
827462,safe
549245,safe
832999,safe
19665,unhealthy for sensitive groups
274825,safe
136204,unhealthy for sensitive groups
291666,safe
970592,safe
1203976,safe
1182354,safe
671270,unhealthy for sensitive groups
926405,safe
769704,safe
333886,safe
181940,safe
180033,safe
840466,safe
448777,safe
783334,safe
587522,safe
965427,safe
266789,safe
651051,safe
133734,safe
185066,safe
713714,safe
904645,safe
1029498,unhealthy for sensitive groups
806673,safe
263975,safe
1188610,unhealthy
1109747,safe
1204687,safe
205997,safe
706716,safe
745541,safe
45987,safe
52999,unhealthy for sensitive groups
212139,unhealthy
1062552,safe
970282,safe
816661,safe
414810,safe
153216,safe
375602,safe
776858,unhealthy for sensitive groups
38446,safe
607407,safe
1069889,safe
1068745,safe
1087649,safe
536238,safe
834787,safe
252720,safe
294955,safe
1031449,safe
846498,safe
415441,safe
303284,safe
923130,unhealthy for sensitive groups
907067,safe
95924,safe
407411,safe
548967,safe
78985,safe
593361,safe
901913,safe
968233,safe
597077,unhealthy for sensitive groups
83725,safe
5967,safe
649013,safe
1071578,safe
687706,safe
681034,safe
123526,safe
1007167,safe
475958,safe
618072,safe
1100668,safe
36726,unhealthy for sensitive groups
71582,unhealthy for sensitive groups
29169,safe
553871,safe
1129346,safe
667141,safe
875208,safe
646051,safe
1156011,safe
29115,safe
1088176,safe
620018,safe
925638,safe
253406,safe
1166016,safe
351366,safe
1052395,safe
291122,safe
927963,unhealthy for sensitive groups
515723,safe
181044,safe
176315,safe
638783,safe
1011483,safe
560931,safe
28710,safe
388906,safe
162722,safe
961791,safe
493549,safe
664223,safe
120029,safe
148111,safe
749056,safe
359440,safe
1076583,safe
924508,safe
1205628,unhealthy for sensitive groups
114197,safe
690834,safe
179373,safe
640385,unhealthy for sensitive groups
60345,safe
880817,safe
340405,safe
954526,unhealthy for sensitive groups
533547,unhealthy for sensitive groups
896832,safe
551309,safe
911598,safe
593740,unhealthy
947466,safe
911875,safe
144143,unhealthy for sensitive groups
122115,safe
1204775,safe
987737,safe
757777,safe
1082907,safe
482138,safe
435762,safe
253154,safe
403743,safe
1151479,safe
973991,safe
777404,unhealthy for sensitive groups
556410,safe
1042465,safe
397825,safe
1172742,safe
927402,unhealthy for sensitive groups
419183,unhealthy for sensitive groups
370310,safe
552845,safe
270197,safe
1140399,safe
1145059,safe
483515,safe
683769,safe
590221,safe
697454,safe
1206002,safe
1000754,safe
169219,safe
776714,safe
912062,safe
18729,safe
1090555,safe
569114,safe
677522,safe
450993,safe
713362,safe
699365,safe
501117,safe
44435,safe
1004699,unhealthy for sensitive groups
307701,unhealthy for sensitive groups
38310,safe
386795,safe
1159671,safe
7209,safe
168293,safe
299567,safe
793136,safe
1204527,safe
868239,safe
213585,safe
380815,safe
493814,safe
494650,unhealthy for sensitive groups
49136,safe
19638,safe
802552,safe
135743,safe
671528,safe
456305,safe
329035,safe
609056,safe
872623,safe
454272,safe
524576,unhealthy for sensitive groups
678686,safe
687493,safe
845839,safe
609436,safe
420703,safe
177945,safe
394559,safe
1193978,safe
205311,unhealthy for sensitive groups
932705,safe
400435,safe
577498,safe
701725,safe
1176478,safe
645184,safe
589201,safe
907226,safe
912283,safe
1158867,safe
818707,safe
933931,safe
1183225,safe
1169002,safe
1018507,unhealthy for sensitive groups
252888,safe
267382,safe
101377,safe
704630,safe
450809,safe
14751,safe
85716,unhealthy
507670,safe
831083,safe
632345,safe
250906,safe
583930,safe
856293,safe
1061078,safe
90267,unhealthy for sensitive groups
949849,unhealthy for sensitive groups
800620,safe
337150,safe
156768,unhealthy for sensitive groups
1048692,safe
378493,safe
788919,safe
203480,safe
1155299,safe
1170807,safe
1132508,safe
207512,unhealthy for sensitive groups
665148,safe
624753,safe
615778,safe
943471,safe
147886,safe
803162,unhealthy for sensitive groups
573782,safe
652332,safe
270478,safe
937544,safe
564963,safe
490965,safe
926970,unhealthy for sensitive groups
342905,safe
525865,safe
1074003,unhealthy
333039,safe
41528,safe
630516,safe
473887,safe
618452,safe
861713,safe
829208,safe
438450,safe
790544,unhealthy for sensitive groups
337913,safe
382469,safe
281396,safe
58291,safe
514185,safe
434482,safe
1119998,safe
980203,unhealthy for sensitive groups
186372,safe
562604,safe
960769,safe
703783,safe
521367,safe
1012723,safe
795859,safe
883491,safe
22437,safe
132201,safe
824363,safe
131622,safe
583163,unhealthy for sensitive groups
684512,safe
81685,safe
1189778,safe
1075109,safe
288630,unhealthy for sensitive groups
33795,safe
223953,safe
631324,safe
444710,safe
257721,safe
1069726,safe
234250,safe
1125594,safe
1084117,safe
870802,safe
123317,safe
384405,unhealthy for sensitive groups
859533,safe
652995,safe
287297,unhealthy for sensitive groups
59576,safe
824800,safe
1177525,safe
298623,safe
523562,safe
940748,safe
847627,safe
786326,unhealthy for sensitive groups
1086208,safe
997556,unhealthy for sensitive groups
1131281,safe
898424,safe
720839,safe
905219,safe
911233,safe
320791,safe
1179808,safe
909530,safe
340516,safe
774293,safe
78301,safe
1090362,safe
12879,unhealthy for sensitive groups
685255,safe
331481,safe
774672,safe
418865,safe
469519,safe
905828,safe
773982,safe
510249,safe
311489,safe
246140,safe
789269,safe
721714,safe
393847,safe
55382,safe
298422,safe
535448,safe
421590,safe
140752,safe
396063,safe
213644,safe
1026009,safe
47258,safe
255827,safe
610882,safe
937745,safe
1153896,safe
413120,safe
912764,safe
543145,safe
1177919,safe
1203785,safe
939847,safe
641244,safe
993422,unhealthy for sensitive groups
910031,unhealthy for sensitive groups
15714,safe
888312,safe
25002,unhealthy for sensitive groups
387707,safe
761708,safe
241370,safe
672846,safe
156333,unhealthy for sensitive groups
745720,safe
437209,safe
837221,safe
680421,safe
1001491,safe
555125,safe
703688,safe
1584,safe
451076,safe
18999,safe
559023,safe
690112,safe
808212,safe
1206778,safe
1054275,safe
109372,safe
993091,safe
878057,safe
150721,safe
116167,safe
376498,safe
703112,safe
954836,safe
220802,safe
423854,safe
13410,safe
516391,unhealthy for sensitive groups
49307,safe
1205514,safe
837136,safe
675892,safe
915775,safe
285709,safe
91445,safe
912030,safe
1001717,safe
898395,safe
814077,safe
31068,safe
54336,safe
1204068,safe
908623,safe
1060558,safe
404438,safe
830825,safe
445948,safe
343798,safe
87630,unhealthy for sensitive groups
737628,safe
902713,safe
532322,safe
1140596,safe
821004,safe
747937,safe
299082,safe
212753,safe
1112788,safe
304270,unhealthy
967571,safe
93158,safe
61595,safe
249146,safe
204591,safe
1202253,safe
876539,safe
442757,safe
487014,safe
1072914,unhealthy for sensitive groups
837512,safe
744231,safe
949786,safe
20718,safe
390347,safe
306971,unhealthy
729163,safe
154288,safe
646307,unhealthy for sensitive groups
487566,safe
678878,safe
1049170,safe
6696,safe
1044834,safe
857486,safe
934530,safe
1146039,safe
8298,safe
602646,safe
760826,safe
217261,safe
2952,safe
575153,safe
424380,safe
214285,safe
1058582,safe
191717,safe
947671,safe
247859,safe
157478,unhealthy for sensitive groups
221274,safe
510157,safe
1197588,safe
908889,safe
1012078,safe
36876,safe
693821,safe
215498,safe
506825,safe
418716,safe
1050665,safe
438023,safe
1167210,safe
18486,safe
786951,safe
49008,safe
979307,safe
41148,safe
913727,safe
893267,safe
498450,safe
1180507,safe
1015601,safe
182697,safe
753473,safe
553321,safe
1145629,safe
469900,safe
515427,safe
402498,safe
1026495,safe
111096,safe
537906,safe
6669,safe
803600,safe
1100337,safe
36063,safe
134058,safe
497167,safe
1062916,safe
342278,safe
843091,safe
1119005,safe
113885,safe
1062912,safe
379636,safe
651776,safe
666006,safe
157269,safe
990880,safe
982397,safe
915850,safe
138667,unhealthy for sensitive groups
66186,safe
905467,safe
679825,safe
109209,safe
1109073,safe
1090086,safe
530497,safe
1151638,safe
1075151,safe
1019982,safe
913809,safe
393159,safe
203685,safe
1134527,safe
564954,safe
568356,safe
1002454,unhealthy
849669,unhealthy for sensitive groups
111045,safe
53217,safe
687017,safe
771833,safe
900816,safe
572456,safe
866585,safe
909390,safe
875673,safe
1113332,safe
227290,safe
798799,safe
801228,safe
596627,unhealthy
338195,safe
120279,safe
236618,unhealthy for sensitive groups
1106032,safe
31950,very unhealthy
1031508,safe
1130288,safe
587707,safe
232444,safe
937138,safe
986234,safe
563371,safe
675397,safe
402322,safe
1059821,safe
1002161,safe
785726,safe
367064,safe
387189,unhealthy for sensitive groups
375346,safe
808187,safe
538779,safe
496498,safe
1009423,safe
304266,unhealthy for sensitive groups
173681,safe
1203951,safe
1152341,safe
1160374,safe
1046887,safe
905879,safe
115638,safe
1129752,safe
448307,unhealthy for sensitive groups
142073,safe
63582,safe
164785,safe
960597,safe
5382,safe
868826,safe
1133426,safe
1105496,safe
275312,safe
1051029,unhealthy for sensitive groups
1142388,safe
884708,safe
504805,safe
487361,safe
862706,safe
974259,safe
14616,safe
932235,safe
521100,safe
400393,safe
292277,safe
119627,safe
149037,safe
173292,safe
1087540,safe
871181,safe
978746,unhealthy for sensitive groups
447620,safe
11664,safe
1002554,unhealthy for sensitive groups
185668,safe
613172,safe
573181,safe
890508,safe
487939,safe
1088478,safe
585800,safe
894554,safe
13833,safe
574970,safe
710969,safe
116058,safe
751873,safe
736333,safe
1109613,safe
193365,safe
388656,safe
1107540,safe
1200603,safe
194176,safe
616063,safe
131696,safe
1194409,safe
612490,safe
975039,safe
1095270,safe
400284,safe
1083640,safe
518590,safe
126640,safe
1104927,safe
31743,safe
66340,safe
241884,safe
496698,safe
1204172,safe
679099,safe
406132,safe
