"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT21","WT21_ATTRIBUTES"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-03-08","6.04",",,W"," 1808",",,X"," 1810",",,W","0.00",",,0,2400",,,,,,,"62",",,0","39",",,0","  130",",,X","  140",",,X","14.1",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-03-09","10.29",",,W"," 1555",",,X"," 1555",",,W","0.00",",,0,2400",,,,,,,"72",",,0","49",",,0","  120",",,X","  120",",,X","19.9",",,X","25.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-03-10","8.95",",,W"," 1110",",,X"," 1114",",,W","0.76",",,0,2400",,,,,,,"72",",,0","54",",,0","  340",",,X","  320",",,X","30.0",",,X","36.0",",,X","    1",",,W",,,"    1",",,X",,,"    1",",,0",,,,,,,,,"    1",",,X","    1",",,X",,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-03-11","7.61",",,W"," 1541",",,X"," 1539",",,W","0.00",",,0,2400",,,,,,,"69",",,0","51",",,0","   10",",,X","   20",",,X","16.1",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-03-12","4.70",",,W"," 1610",",,X"," 1225",",,W","0.00",",,0,2400",,,,,,,"74",",,0","47",",,0","  170",",,X","  180",",,X","14.1",",,X","21.0",",,X","    1",",,W","    1",",,X",,,,,,,,,,,,,"    1",",,0",,,,,"    1",",,X",,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-03-13","7.38",",,W"," 1507",",,X"," 1506",",,W","0.00","T,,0,2400",,,,,,,"74",",,0","53",",,0","  170",",,X","  190",",,X","17.9",",,X","25.1",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-03-14","11.41",",,W"," 1557",",,X"," 1549",",,W","0.00",",,0,2400",,,,,,,"87",",,0","67",",,0","  220",",,X","  200",",,X","21.0",",,X","25.9",",,X","    1",",,W",,,,,,,,,,,"    1",",,0","    1",",,X",,,,,,,"    1",",,X",,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-03-15","8.05",",,W"," 2333",",,X"," 2332",",,W","0.00",",,0,2400",,,,,,,"90",",,0","61",",,0","   50",",,X","   50",",,X","17.0",",,X","21.9",",,X","    1",",,W",,,,,,,,,,,"    1",",,0","    1",",,X",,,,,,,"    1",",,X",,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-03-16","16.33",",,W"," 1059",",,X"," 1116",",,W","0.00",",,0,2400",,,,,,,"72",",,0","61",",,0","  100",",,X","  100",",,X","28.0",",,X","34.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-03-17","16.78",",,W"," 1508",",,X"," 1543",",,W","0.00",",,0,2400",,,,,,,"81",",,0","69",",,0","  150",",,X","  180",",,X","30.0",",,X","40.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-03-18","16.33",",,W"," 1006",",,X"," 1016",",,W","0.34",",,0,2400",,,,,,,"77",",,0","59",",,0","  150",",,X","  160",",,X","28.0",",,X","38.9",",,X","    1",",,W",,,,,,,"    1",",,0",,,"    1",",,0","    1",",,X",,,,,,,"    1",",,X",,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-03-19","15.21",",,W"," 0931",",,X"," 0931",",,W","0.00","T,,0,2400",,,,,,,"72",",,0","54",",,0","  340",",,X","  340",",,X","25.9",",,X","34.9",",,X",,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-03-20","4.70",",,W"," 1639",",,X"," 1339",",,W","0.00",",,0,2400",,,,,,,"72",",,0","47",",,0","  100",",,X","  160",",,X","14.1",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-03-21","4.92",",,W"," 1004",",,X"," 1143",",,W","0.00",",,0,2400",,,,,,,"76",",,0","47",",,0","  210",",,X","  220",",,X","16.1",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-03-22","2.68",",,W"," 1605",",,X"," 1440",",,W","0.00",",,0,2400",,,,,,,"79",",,0","55",",,0","  100",",,X","   80",",,X","8.9",",,X","17.0",",,X","    1",",,W",,,,,,,,,,,"    1",",,0","    1",",,X",,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-03-23","13.42",",,W"," 1203",",,X"," 1202",",,W","0.00",",,0,2400",,,,,,,"74",",,0","57",",,0","   30",",,X","   20",",,X","23.9",",,X","32.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-03-24","8.95",",,W"," 0510",",,X"," 1554",",,W","0.00",",,0,2400",,,,,,,"67",",,0","49",",,0","   30",",,X","  110",",,X","17.9",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-03-25","9.84",",,W"," 1536",",,X"," 1535",",,W","0.00",",,0,2400",,,,,,,"74",",,0","51",",,0","  150",",,X","  150",",,X","21.0",",,X","28.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-03-26","12.08",",,W"," 1649",",,X"," 1652",",,W","0.00",",,0,2400",,,,,,,"77",",,0","65",",,0","  160",",,X","  170",",,X","19.9",",,X","28.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-03-27","10.29",",,W"," 1101",",,X"," 1416",",,W","0.00",",,0,2400",,,,,,,"81",",,0","65",",,0","  180",",,X","  170",",,X","21.9",",,X","29.1",",,X","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,"    1",",,X",,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-03-28","6.93",",,W"," 1534",",,X"," 1606",",,W","0.00",",,0,2400",,,,,,,"80",",,0","66",",,0","  160",",,X","  150",",,X","15.0",",,X","19.9",",,X","    1",",,W",,,,,,,,,,,"    1",",,0","    1",",,X",,,,,,,"    1",",,X",,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-03-29","7.38",",,W"," 1602",",,X"," 1311",",,W","0.29",",,0,2400",,,,,,,"82",",,0","69",",,0","  160",",,X","  110",",,X","16.1",",,X","21.9",",,X","    1",",,W",,,,,,,"    1",",,0",,,,,"    1",",,X",,,,,,,"    1",",,X",,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-03-30","10.96",",,W"," 1309",",,X"," 1134",",,W","0.06",",,0,2400",,,,,,,"80",",,0","72",",,0","  150",",,X","  170",",,X","19.9",",,X","25.9",",,X","    1",",,W",,,,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-03-31","10.96",",,W"," 1100",",,X"," 0947",",,W","0.01",",,0,2400",,,,,,,"82",",,0","71",",,0","  170",",,X","  170",",,X","21.0",",,X","29.1",",,X","    1",",,W",,,,,,,"    1",",,0",,,,,"    1",",,X",,,,,,,"    1",",,X","    1",",,X",,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-04-01","4.03",",,W"," 2355",",,X"," 2354",",,W","0.01",",,0,2400",,,,,,,"83",",,0","72",",,0","  170",",,X","  170",",,X","12.1",",,X","15.0",",,X","    1",",,W",,,,,,,"    1",",,0",,,"    1",",,0","    1",",,X",,,,,,,"    1",",,X",,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-04-02","5.59",",,W"," 1442",",,X"," 1441",",,W","0.00","T,,0,2400",,,,,,,"82",",,0","70",",,0","  150",",,X","  150",",,X","15.0",",,X","21.0",",,X","    1",",,W",,,,,,,,,,,"    1",",,0","    1",",,X",,,,,,,"    1",",,X",,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-04-03","10.51",",,W"," 1117",",,X"," 1242",",,W","0.00",",,0,2400",,,,,,,"83",",,0","71",",,0","  180",",,X","  170",",,X","23.0",",,X","31.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-04-04","12.75",",,W"," 1343",",,X"," 1501",",,W","0.13",",,0,2400",,,,,,,"83",",,0","57",",,0","  330",",,X","  350",",,X","23.0",",,X","29.1",",,X","    1",",,W",,,,,,,"    1",",,0",,,,,"    1",",,W",,,,,,,"    1",",,X",,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-04-05","6.71",",,W"," 0028",",,X"," 0024",",,W","0.00",",,0,2400",,,,,,,"74",",,0","56",",,0","  360",",,X","  360",",,X","16.1",",,X","19.9",",,X","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,"    1",",,X",,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-04-06","4.92",",,W"," 1528",",,X"," 1530",",,W","0.00",",,0,2400",,,,,,,"82",",,0","57",",,0","   60",",,X","   60",",,X","15.0",",,X","17.9",",,X","    1",",,W",,,,,,,,,,,"    1",",,0","    1",",,X",,,,,,,"    1",",,X",,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-04-07","5.37",",,W"," 1826",",,X"," 1843",",,W","0.00",",,0,2400",,,,,,,"80",",,0","62",",,0","  120",",,X","  130",",,X","15.0",",,X","19.9",",,X","    1",",,W","    1",",,X",,,,,,,,,"    1",",,0","    1",",,X","    1",",,0",,,,,"    1",",,X",,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-04-08","8.28",",,W"," 1602",",,X"," 1631",",,W","0.00",",,0,2400",,,,,,,"82",",,0","68",",,0","  150",",,X","  130",",,X","17.0",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-04-09","10.96",",,W"," 1540",",,X"," 2354",",,W","0.00",",,0,2400",,,,,,,"79",",,0","70",",,0","  150",",,X","  150",",,X","21.9",",,X","30.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-04-10","11.41",",,W"," 0628",",,X"," 2354",",,W","0.01",",,0,2400",,,,,,,"83",",,0","68",",,0","  170",",,X","  150",",,X","21.0",",,X","30.0",",,X","    1",",,W",,,,,,,"    1",",,0",,,"    1",",,0","    1",",,X",,,,,,,"    1",",,X",,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-04-11","8.95",",,W"," 2148",",,X"," 2206",",,W","0.01",",,0,2400",,,,,,,"83",",,0","67",",,0","  360",",,X","  360",",,X","17.0",",,X","23.9",",,X","    1",",,W",,,,,,,"    1",",,0",,,"    1",",,0","    1",",,X",,,,,,,"    1",",,X",,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-04-12","11.86",",,W"," 0913",",,X"," 0913",",,W","0.00",",,0,2400",,,,,,,"76",",,0","56",",,0","   10",",,X","   20",",,X","23.9",",,X","30.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-04-13","10.51",",,W"," 1632",",,X"," 1503",",,W","0.00",",,0,2400",,,,,,,"78",",,0","51",",,0","  300",",,X","  310",",,X","25.9",",,X","36.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-04-14","7.38",",,W"," 1614",",,X"," 1057",",,W","0.00",",,0,2400",,,,,,,"71",",,0","47",",,0","  350",",,X","   10",",,X","17.9",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-04-15","6.93",",,W"," 1436",",,X"," 1435",",,W","0.00",",,0,2400",,,,,,,"72",",,0","49",",,0","  140",",,X","  150",",,X","16.1",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-04-16","10.51",",,W"," 1529",",,X"," 1629",",,W","0.00",",,0,2400",,,,,,,"78",",,0","53",",,0","  160",",,X","  150",",,X","21.0",",,X","29.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-04-17","12.75",",,W"," 1322",",,X"," 1537",",,W","0.00",",,0,2400",,,,,,,"80",",,0","65",",,0","  140",",,X","  150",",,X","25.1",",,X","34.9",",,X",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-04-18","9.17",",,W"," 0359",",,X"," 0356",",,W","1.05",",,0,2400",,,,,,,"76",",,0","54",",,0","  310",",,X","  230",",,X","34.9",",,X","47.0",",,X","    1",",,0",,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-04-19","4.70",",,W"," 1743",",,X"," 1743",",,W","0.00",",,0,2400",,,,,,,"82",",,0","50",",,0","  160",",,X","  160",",,X","15.0",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-04-20","6.04",",,W"," 1645",",,X"," 1636",",,W","0.00",",,0,2400",,,,,,,"82",",,0","55",",,0","  160",",,X","  160",",,X","16.1",",,X","21.9",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-04-21","8.05",",,W"," 1638",",,X"," 1707",",,W","0.00",",,0,2400",,,,,,,"86",",,0","71",",,0","  170",",,X","  150",",,X","15.0",",,X","17.9",",,X","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,"    1",",,X",,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-04-22","7.38",",,W"," 1400",",,X"," 1552",",,W","0.00",",,0,2400",,,,,,,"87",",,0","72",",,0","  170",",,X","  160",",,X","17.9",",,X","23.9",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-04-23","8.50",",,W"," 1732",",,X"," 1843",",,W","0.00",",,0,2400",,,,,,,"87",",,0","72",",,0","  150",",,X","  140",",,X","16.1",",,X","23.0",",,X","    1",",,W",,,,,,,,,,,"    1",",,0","    1",",,X",,,,,,,"    1",",,X",,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-04-24","10.51",",,W"," 1338",",,X"," 1646",",,W","0.00",",,0,2400",,,,,,,"84",",,0","72",",,0","  170",",,X","  140",",,X","17.9",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-04-25","8.50",",,W"," 2349",",,X"," 2353",",,W","0.00",",,0,2400",,,,,,,"83",",,0","72",",,0","  180",",,X","  190",",,X","17.0",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-04-26","6.71",",,W"," 0629",",,X"," 0627",",,W","0.67",",,0,2400",,,,,,,"83",",,0","68",",,0","  180",",,X","  180",",,X","21.0",",,X","29.1",",,X","    1",",,0",,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-04-27","11.41",",,W"," 1545",",,X"," 1545",",,W","0.01",",,0,2400",,,,,,,"81",",,0","60",",,0","  340",",,X","  330",",,X","28.0",",,X","33.1",",,X","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,"    1",",,X",,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-04-28","9.17",",,W"," 0000",",,X"," 0842",",,W","0.00",",,0,2400",,,,,,,"78",",,0","56",",,0","  360",",,X","   30",",,X","21.0",",,X","25.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-04-29","5.59",",,W"," 1538",",,X"," 1538",",,W","0.00",",,0,2400",,,,,,,"81",",,0","51",",,0","  160",",,X","  160",",,X","16.1",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-04-30","11.41",",,W"," 1657",",,X"," 1219",",,W","0.00",",,0,2400",,,,,,,"82",",,0","60",",,0","  170",",,X","  170",",,X","21.9",",,X","31.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-05-01","13.20",",,W"," 1447",",,X"," 2342",",,W","0.01",",,0,2400",,,,,,,"84",",,0","71",",,0","  160",",,X","  180",",,X","23.0",",,X","31.1",",,X",,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-05-02","9.84",",,W"," 0835",",,X"," 0859",",,W","0.00",",,0,2400",,,,,,,"87",",,0","75",",,0","  170",",,X","  190",",,X","17.9",",,X","25.9",",,X","    1",",,W",,,,,,,,,,,"    1",",,0","    1",",,X",,,,,,,"    1",",,X",,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-05-03","9.17",",,W"," 0832",",,X"," 0831",",,W","0.00","T,,0,2400",,,,,,,"84",",,0","65",",,0","  360",",,X","  360",",,X","25.9",",,X","32.0",",,X","    1",",,W",,,,,,,"    1",",,0",,,,,"    1",",,W",,,,,,,"    1",",,X",,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-05-04","8.05",",,W"," 0802",",,X"," 1138",",,W","0.00",",,0,2400",,,,,,,"82",",,0","60",",,0","   60",",,X","   70",",,X","15.0",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-05-05","7.38",",,W"," 0854",",,X"," 0854",",,W","0.09",",,0,2400",,,,,,,"74",",,0","63",",,0","   20",",,X","   30",",,X","23.0",",,X","28.0",",,X","    1",",,W",,,,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-05-06","8.95",",,W"," 1534",",,X"," 1700",",,W","0.00",",,0,2400",,,,,,,"80",",,0","66",",,0","  150",",,X","  150",",,X","17.0",",,X","23.0",",,X","    1",",,W",,,,,,,,,,,"    1",",,0","    1",",,X",,,,,,,"    1",",,X",,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-05-07","11.86",",,W"," 1343",",,X"," 1234",",,W","0.00",",,0,2400",,,,,,,"85",",,0","71",",,0","  170",",,X","  170",",,X","23.9",",,X","31.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-05-08","8.50",",,W"," 0230",",,X"," 0041",",,W","0.00",",,0,2400",,,,,,,"92",",,0","74",",,0","  220",",,X","  220",",,X","19.9",",,X","25.1",",,X","    1",",,W",,,,,,,,,,,"    1",",,0","    1",",,X",,,,,,,"    1",",,X",,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-05-09","8.28",",,W"," 1550",",,X"," 1157",",,W","0.00",",,0,2400",,,,,,,"90",",,0","72",",,0","  220",",,X","  170",",,X","16.1",",,X","21.9",",,X","    1",",,W",,,,,,,,,,,"    1",",,0","    1",",,X",,,,,,,"    1",",,X",,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-05-10","8.72",",,W"," 1305",",,X"," 1344",",,W","0.00",",,0,2400",,,,,,,"90",",,0","75",",,0","  170",",,X","  200",",,X","17.9",",,X","23.9",",,X","    1",",,W",,,,,,,,,,,"    1",",,0","    1",",,X",,,,,,,"    1",",,X",,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-05-11","12.08",",,W"," 0441",",,X"," 0438",",,W","0.08",",,0,2400",,,,,,,"84",",,0","68",",,0","  360",",,X","  360",",,X","29.1",",,X","36.9",",,X","    1",",,0",,,"    1",",,X",,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-05-12","9.17",",,W"," 1100",",,X"," 1258",",,W","0.00",",,0,2400",,,,,,,"81",",,0","65",",,0","  110",",,X","  110",",,X","17.0",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-05-13","10.51",",,W"," 0940",",,X"," 1018",",,W","0.02",",,0,2400",,,,,,,"86",",,0","74",",,0","  160",",,X","  150",",,X","17.9",",,X","25.1",",,X","    1",",,W",,,,,,,"    1",",,0",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-05-14","9.62",",,W"," 0920",",,X"," 0919",",,W","0.00","T,,0,2400",,,,,,,"87",",,0","78",",,0","  150",",,X","  150",",,X","17.0",",,X","23.0",",,X","    1",",,W",,,,,,,,,,,"    1",",,0","    1",",,X",,,,,,,"    1",",,X",,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-05-15","9.17",",,W"," 0240",",,X"," 0239",",,W","0.78",",,0,2400",,,,,,,"87",",,0","69",",,0","   20",",,X","   20",",,X","25.1",",,X","38.0",",,X","    1",",,W",,,,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,
