X,Y,OBJECTID_1,OBJECTID,ID,DIST_NM,CNTY_NM,T_FLAG,AADT_2019,AADT_2018,AADT_2017,AADT_2016,AADT_2015,AADT_2014,AADT_2013,AADT_2012,AADT_2011,AADT_2010,AADT_2009,AADT_2008,AADT_2007,AADT_2006,AADT_2005,AADT_2004,AADT_2003,AADT_2002,AADT_2001,AADT_2000,ZLEVEL
-95.370605,28.969921,19985,19985,166217,Houston,Brazoria,20T12,28702,28702,26801,26534,28683,20635,22234,19200,21000,21000,21000,26000,27000,24000,23000,22000,22000,22000,22000,22000,9
-95.379936,29.002333,19986,19986,166225,Houston,Brazoria,20H26,23746,23746,22252,20637,22368,20156,19608,20000,14300,13000,14000,18100,15500,13700,17300,17400,15100,14900,18500,18900,11
-95.398933,29.035519,19987,19987,166233,Houston,Brazoria,20H23,19000,17731,15943,17143,18152,14413,15304,15700,17400,17300,16500,17600,19600,17700,20580,20000,19100,17200,18300,18600,13
-95.411186,29.074022,19988,19988,166241,Houston,Brazoria,20H18,12982,12982,10989,13628,10027,10270,8127,8300,8000,7300,8000,8300,8700,8200,8300,8600,9100,8200,8700,7300,12
-95.410416,29.075937,19989,19989,166249,Houston,Brazoria,20H16,14250,14077,12675,12749,12912,9881,11650,10000,12800,12600,11900,12800,15500,12900,14670,13800,13800,12900,13200,13100,13
-95.409706,29.073536,19990,19990,166257,Houston,Brazoria,20H17,16500,15636,13913,14652,15172,11188,12964,13400,15100,14700,13800,14500,15800,14500,16280,15300,15200,14100,16400,14800,13
-95.408936,29.076021,19991,19991,166265,Houston,Brazoria,20H15,11104,11104,9657,10236,8830,7389,7647,7800,7300,6500,7600,7400,8000,7500,7790,7200,7200,7600,8200,7100,11
-95.350685,28.96701,19992,19992,166273,Houston,Brazoria,20H33,5014,4844,5668,5766,3807,3455,3756,3500,2900,2900,3100,3300,3900,3900,3760,4100,3800,2800,3600,4400,12
-95.348732,28.966938,19993,19993,166281,Houston,Brazoria,20H32,7824,8746,7886,8195,9231,5565,6630,6500,5900,5700,6100,6300,7100,6300,5940,5800,5600,6900,6700,5900,11
-95.339188,28.97893,19994,19994,166289,Houston,Brazoria,20H31,15792,16706,16229,17019,11924,11154,11984,11900,10500,9800,10100,11100,12000,13300,11480,13100,11300,13600,11000,13000,12
-95.333786,28.980291,19995,19995,166297,Houston,Brazoria,20H30,8677,8677,8860,7561,7486,6747,6078,6200,4900,3500,4800,4900,5300,5400,6360,6400,5300,4600,5800,7700,9
-95.336502,28.984247,19996,19996,166305,Houston,Brazoria,20H29,12183,13602,13571,13014,12356,7737,9590,9000,8700,7800,8400,8600,9400,10800,8450,8700,9100,8900,9200,8800,12
-95.328552,29.017868,19997,19997,166313,Houston,Brazoria,20H28,7511,7397,7792,6793,6318,3984,5021,5200,6100,4900,5600,5900,6300,7000,5530,5600,5600,7700,7100,5900,11
-95.353607,29.060764,19998,19998,166321,Houston,Brazoria,20H27,6566,7115,7577,5302,5681,3788,4502,4800,6100,4500,5200,5400,5800,6500,5400,5400,5300,6000,6300,5600,12
-95.395065,29.154177,19999,19999,166329,Houston,Brazoria,20H12A,7916,7916,7505,7160,7162,5468,5388,5200,6200,5200,5900,6400,7300,7700,6380,6700,6400,7300,6800,5800,11
-95.379623,29.118298,20000,20000,166337,Houston,Brazoria,20H14,8111,8111,7799,7404,6615,4697,5227,5500,5500,5000,5900,6400,6600,7800,6270,6000,6100,6400,6000,6200,12
-95.381554,29.119404,20001,20001,166345,Houston,Brazoria,20H13A,8927,10089,9709,8798,8206,6110,6961,7100,7800,6700,7400,7900,9000,9700,7820,8800,7800,8400,8200,7700,11
-95.379761,29.120827,20002,20002,166353,Houston,Brazoria,20H13,6864,8086,6389,5886,5715,4780,4739,4800,4500,3800,4500,4400,5300,4700,5430,4300,4300,4200,4400,3900,12
-95.419266,29.168015,20003,20003,166361,Houston,Brazoria,20T4,11362,11071,9552,10727,11176,9292,9409,10500,10100,9700,10200,10900,11900,11100,11140,11700,10700,11900,11700,11700,13
-95.418335,29.16942,20004,20004,166369,Houston,Brazoria,20T5,10681,11068,10105,10908,11177,9838,9260,9900,9900,9100,9600,10100,10400,10300,10520,10900,10000,10500,10800,9800,11
-95.412094,29.179043,20005,20005,166377,Houston,Brazoria,20H8,11205,11671,9679,10379,10802,9030,9003,10000,9000,9400,10600,9900,11100,11400,10270,10700,10400,10700,10300,10500,13
-95.40049,29.20505,20006,20006,166385,Houston,Brazoria,20H8A,9594,9594,8886,8731,7641,6166,7008,6700,7300,6200,6600,6800,7700,8200,6960,6800,7400,6900,7100,6400,12
-95.38916,29.198544,20007,20007,166393,Houston,Brazoria,20H8B,5248,6116,5506,5152,5019,4340,4221,4200,4800,3800,4600,5000,5800,6200,4820,4800,4800,7900,5000,4400,10
-95.361107,29.245796,20008,20008,166401,Houston,Brazoria,20H149,10595,10755,9858,9181,8818,7406,7240,7400,7500,6800,7300,7800,7700,7300,7760,8200,7100,7200,8000,7100,11
-95.357422,29.246172,20009,20009,166409,Houston,Brazoria,20H147,2537,2537,2271,2593,2513,1937,2152,1800,1900,1650,1650,1700,1800,2000,1930,2300,1700,1800,2100,1850,13
-95.358719,29.248827,20010,20010,166417,Houston,Brazoria,20H148,9930,9463,9246,8265,8357,6948,7610,7000,6200,6400,6800,7400,7300,6900,7410,8000,6600,6400,6500,6600,11
-95.364281,29.352522,20011,20011,166425,Houston,Brazoria,20H156,6497,5450,5095,5450,4332,3885,4216,4300,4300,3800,4500,5000,4700,4700,4510,4800,4300,4400,4700,4400,11
-95.347603,29.23015,20012,20012,166433,Houston,Brazoria,20T57,2751,2751,2131,2667,2664,2060,2391,2000,2100,1950,1950,1700,1800,2200,2170,2500,2200,2100,2400,2500,13
-95.255302,29.173447,20013,20013,166441,Houston,Brazoria,20H146,6090,7001,6499,5021,4875,4061,4322,4500,4100,3400,4300,4200,4600,4400,4970,4400,4200,4100,4300,3700,11
-95.256844,29.320305,20014,20014,166449,Houston,Brazoria,20H141,5432,5604,4745,4940,4539,3713,4412,4500,4000,3400,4200,4600,4900,4400,4860,4100,4000,4100,4600,4600,12
-95.281883,29.340292,20015,20015,166457,Houston,Brazoria,20H140,11969,12711,11814,10639,10589,9146,9968,9300,9300,8500,9100,9500,9400,8900,9080,9300,8500,8200,8500,8600,10
-95.279121,29.341063,20016,20016,166465,Houston,Brazoria,20H139,2496,2886,2498,2510,2501,1917,2077,2100,1750,1700,2000,2000,2000,2200,2150,1800,1750,1950,2200,1800,12
-95.279984,29.343437,20017,20017,166473,Houston,Brazoria,20H138,14000,13416,12844,11571,11141,9880,10905,10100,10700,9300,9800,10300,10200,9600,9610,11000,9100,8700,8800,8900,10
-95.195129,29.27186,20018,20018,166481,Houston,Brazoria,20H142,3471,3685,2878,3056,2633,2345,2277,2900,2500,2100,2400,3100,2900,2800,3580,2900,2700,2500,2900,3300,13
-95.175415,29.242666,20019,20019,166489,Houston,Brazoria,20H145,10844,11086,8999,7320,7107,5737,6765,6900,5800,4700,5600,5800,6100,6300,8870,7200,5700,5400,6500,5500,10
-95.170753,29.253014,20020,20020,166497,Houston,Brazoria,20H143,3540,3540,3086,2979,2609,2257,2640,2900,2500,1900,2400,3100,2900,2700,3950,2700,2500,2400,2800,3400,12
-95.160774,29.255425,20021,20021,166505,Houston,Brazoria,20H144,9750,9396,9396,8385,6970,5430,6667,6800,5500,4500,5600,6200,6200,6300,8520,6300,5800,6600,6300,6700,11
-95.108315,29.094849,20022,20022,166513,Houston,Galveston,85H20B,868,1991,2193,2205,2183,2328,833,850,750,780,1000,1050,1350,1170,1390,1040,1050,1020,1070,1090,12
-95.118378,29.297113,20023,20023,166521,Houston,Galveston,85H35A,9547,10212,8319,8736,7074,5467,6569,6700,5800,4600,5700,6300,6300,6400,8770,6400,5900,6500,6500,6800,11
-95.080826,29.316887,20024,20024,166529,Houston,Galveston,85H36,2410,2606,2396,2319,2433,1992,1892,1950,1850,1700,1850,1900,2200,2100,2460,2100,1900,2000,2000,2100,12
-95.078865,29.315424,20025,20025,166537,Houston,Galveston,85H35,9353,9257,8027,8221,6719,5266,6667,6800,6200,4900,5800,6100,6200,6300,8800,6400,6400,6500,6600,6400,10
-95.080956,29.355183,20026,20026,166545,Houston,Galveston,85H37,5530,6065,5380,5545,5384,4259,4608,4700,4500,2500,4700,4700,5500,5100,6440,5100,4900,5600,5900,5100,12
-95.031044,29.351086,20027,20027,166553,Houston,Galveston,85H34,14000,15042,13445,13072,11583,9278,10352,10300,10000,8700,9200,9200,10200,9600,11400,8300,8400,8700,8600,8300,11
-95.031456,29.352983,20028,20028,166561,Houston,Galveston,85H33,10274,10274,9794,11504,10624,9107,10098,10300,9700,9700,9900,10000,10400,10400,9520,9000,10000,10100,10100,10000,11
-95.030403,29.354469,20029,20029,166569,Houston,Galveston,85H32,14914,14914,12818,12668,11600,9974,10588,10800,10100,9800,10300,9800,9900,10200,11700,9000,8900,9000,9600,8400,11
-95.028999,29.352276,20030,20030,166577,Houston,Galveston,85H31,12976,12976,12323,12478,13604,11453,12745,13000,13800,11700,12200,12500,12700,14700,13740,11800,11300,11300,11900,11700,11
-94.977165,29.180376,20031,20031,166585,Houston,Galveston,85H20A,5146,8799,9212,11773,9537,8464,5196,5300,6000,7600,9400,8000,8300,7700,7640,6000,6100,6900,5500,5400,11
-94.96994,29.184666,20032,20032,166593,Houston,Galveston,85H20,6532,8799,10835,11483,11369,9969,6569,6700,8600,10500,11700,10500,11100,10000,10300,8400,8600,9100,7800,7700,12
-94.956856,29.199799,20033,20033,166601,Houston,Galveston,85H19,209,182,292,107,102,147,139,130,80,80,80,80,120,180,130,80,50,50,100,50,13
-94.947968,29.200575,20034,20034,166609,Houston,Galveston,85H18,6393,10651,11186,14225,11836,10052,6569,6700,8400,10300,12100,10600,11200,10100,9700,8600,8800,9400,8200,7900,12
-95.015953,29.348864,20035,20035,166617,Houston,Galveston,85H29,5078,5078,5227,4884,4146,3943,4488,4400,4300,4300,5000,5100,5400,5400,5900,5800,5600,4800,4300,4400,11
-95.015114,29.34807,20036,20036,166625,Houston,Galveston,85H30,10671,10671,10450,11849,10922,9638,10980,11200,10500,10000,10900,11000,12900,12300,11600,12100,10600,11200,10400,10200,11
-94.987885,29.339857,20037,20037,166633,Houston,Galveston,85H25,8246,8246,8380,8440,8356,7433,7941,8100,7700,7500,8700,8600,9400,9200,8870,8100,7200,7900,7700,7700,10
-94.986343,29.357912,20038,20038,166641,Houston,Galveston,85H27,4606,4606,4641,4463,4221,3707,4513,4100,3800,4000,4700,4300,4600,5200,4350,5000,4600,3900,4300,4500,12
-94.977844,29.358019,20039,20039,166649,Houston,Galveston,85H68,8066,8797,9324,8469,8177,5663,8904,7600,7600,4000,4300,4100,7100,7200,7570,6600,7800,7200,7500,7700,13
-94.957237,29.358072,20040,20040,166657,Houston,Galveston,85H74,6632,7394,6833,7157,6606,6093,6320,6100,8000,6800,6600,6300,6200,7600,6900,6800,7200,6400,7300,7500,12
-94.946785,29.358381,20041,20041,166665,Houston,Galveston,85H73,5590,6194,5680,5435,5396,5151,4825,4800,4700,4600,5600,5400,5700,6100,6300,6200,6400,5700,6000,6300,10
-94.94635,29.359257,20042,20042,166673,Houston,Galveston,85H115,15927,15927,15240,18350,16427,13027,14030,14500,13300,13800,15000,14400,15000,15200,16080,17000,16200,17000,15600,15000,11
-94.939514,29.330877,20043,20043,166681,Houston,Galveston,85H24,11051,11051,10692,10984,10296,8273,8472,9200,8600,8400,9500,9500,10000,10500,9560,9500,9200,9700,8900,8100,9
-94.939751,29.3356,20044,20044,166689,Houston,Galveston,85H69,55230,50258,55445,54015,54874,46545,50506,49000,47000,49000,48000,45000,68000,41000,45880,45000,44000,47000,42000,45000,13
-94.934631,29.340673,20045,20045,166705,Houston,Galveston,85H71,16173,15179,15020,15349,15307,11913,12523,13500,13100,13000,13300,13000,10800,13600,14600,14500,14000,13200,14500,13500,9
-94.930412,29.338539,20046,20046,166713,Houston,Galveston,85H70,7266,7266,6639,7506,7203,5437,6126,0,0,0,0,7500,7700,7600,8400,8900,7600,7200,7600,7600,13
-94.943291,29.350098,20047,20047,166721,Houston,Galveston,85H72,3899,3155,3757,3618,3581,2884,3200,3400,3200,3500,3600,3400,3600,3700,4310,4200,3700,3600,3800,3700,10
-94.945114,29.357248,20048,20048,166729,Houston,Galveston,85H117,12500,12454,11015,13934,11891,9178,10098,10300,9900,9900,10000,9800,8800,10000,11260,11200,10700,10700,11000,10400,11
-94.944359,29.358425,20049,20049,166737,Houston,Galveston,85H116,4351,5486,4699,4615,4497,4294,4558,4400,3000,3600,4800,5000,5300,6000,6200,6100,6700,5000,5000,5800,13
-94.926857,29.3468,20050,20050,166745,Houston,Galveston,85SP506,5784,6287,6237,6668,6022,5401,5815,5500,5800,6000,6300,0,0,0,0,0,0,0,0,0,13
-94.883392,29.238005,20051,20051,166753,Houston,Galveston,85H17A,12500,15050,16012,21042,17466,14480,9902,10100,12600,15200,16200,16000,16800,15200,16010,14200,13600,14700,12800,12500,11
-94.876701,29.291117,20052,20052,166761,Houston,Galveston,85SP204,73010,70202,76752,75418,75245,63308,67918,67000,65000,67000,69000,64000,65000,61000,68710,67000,64000,69000,64000,65000,13
-94.86792,29.28256,20053,20053,166769,Houston,Galveston,85H23,955,955,1105,967,937,763,1002,1050,940,900,1150,1300,1450,1300,1480,1250,1000,780,1000,1000,11
-94.863556,29.284328,20054,20054,166777,Houston,Galveston,85H22,1440,1524,1562,1471,1486,1233,1526,1550,1400,1500,1800,2500,2600,2300,2260,2100,1800,1650,1850,2100,12
-94.862839,29.245556,20055,20055,166785,Houston,Galveston,85H17,15000,18523,19740,25095,21382,18130,13168,13600,17400,20000,21000,20000,21000,19200,21910,18500,19000,19800,18600,17400,10
-94.861542,29.285368,20056,20056,166793,Houston,Galveston,85H21,65247,62690,68197,67564,66890,55032,58622,57000,55000,59000,61000,55000,55000,52550,56770,56000,53000,55000,52000,57000,6
-94.863235,29.287518,20057,20057,166801,Houston,Galveston,85H21A,12200,10944,5967,14259,13145,11476,15294,15600,14400,12200,14100,15300,15200,15800,16350,18400,14300,16500,14500,14100,9
-94.836433,29.285852,20058,20058,166809,Houston,Galveston,85H14,27529,37332,36668,42014,41948,26503,24510,25000,26000,29000,31000,30000,31000,31000,35900,30000,28000,25000,29000,28000,13
-94.83651,29.288654,20059,20059,166817,Houston,Galveston,85H13,47505,46189,45517,46654,45618,37013,34265,43000,41000,43000,43000,43000,47000,31450,30930,40000,44000,39000,50000,54000,13
-94.827019,29.266045,20060,20060,166825,Houston,Galveston,85H16,24606,27204,26223,23359,23128,28815,22549,23000,21000,20000,25000,22000,25000,26000,25910,28000,22000,22000,24000,22000,12
-94.82666,29.267286,20061,20061,166833,Houston,Galveston,85H15,13849,14339,14842,23481,23249,18620,15294,15600,11500,11300,13700,15000,15400,16200,15990,14300,13900,12200,15100,12800,13
-94.802658,29.297243,20062,20062,166841,Houston,Galveston,85H13B,31627,32048,32586,36800,34044,28156,26471,27000,27000,28000,29000,31000,33000,35000,36180,31000,43000,35000,37000,33000,11
-94.798645,29.307055,20063,20063,166849,Houston,Galveston,85H21B,13166,13095,13938,16528,14299,12424,14706,15000,14600,12600,13800,14600,14000,16000,18070,15600,17700,19700,17700,9100,10
-94.77301,29.305063,20064,20064,166857,Houston,Galveston,85H13A,11994,13000,13035,15941,13306,11261,10000,10200,8300,9000,9700,9700,10500,11000,10140,9300,9700,9700,11500,10200,11
-94.770485,29.313784,20065,20065,166865,Houston,Galveston,85H13D,4388,5035,4156,6469,6405,5706,6275,6400,6000,5000,5900,5700,6400,7300,8080,7300,7300,7100,7500,7500,9
-94.77092,29.314243,20066,20066,166873,Houston,Galveston,85H13F,3424,3192,4077,4771,3959,3526,3529,3600,2800,4100,2900,3600,4500,4900,4840,4400,4500,4000,4800,4200,11
-94.769257,29.319723,20067,20067,166881,Houston,Galveston,85H13E,1258,1153,1065,981,1162,1121,1586,1200,1500,1400,1100,1200,1500,1600,1600,1600,1800,1750,1550,1350,10
-94.77137,29.323715,20068,20068,166889,Houston,Galveston,85H13C,3244,4879,5474,5598,5543,5116,4020,4100,3900,4500,4700,4900,5000,5500,6700,5700,5900,5900,5800,5800,11
-96.010895,29.440861,20171,20171,167737,Houston,Fort Bend,8.00E+11,26070,26057,24715,26803,26963,29800,28421,29000,28000,26000,27000,27000,27000,26620,29210,25000,24000,27000,22000,22000,9
-96.005936,29.453093,20172,20172,167745,Houston,Fort Bend,80H123,1467,1076,1153,1433,1417,1469,1173,1150,1450,1400,1300,1100,1100,1250,1450,1350,1300,1250,1200,1050,12
-96.001457,29.446672,20173,20173,167753,Houston,Fort Bend,80T39,120,60,76,98,235,122,88,90,10,20,60,200,200,180,150,160,310,260,310,290,13
-96.000748,29.447947,20174,20174,167761,Houston,Fort Bend,80T40,2239,1871,1966,2723,2383,2367,1887,1850,2100,1600,1550,1450,1400,1500,2090,1850,1750,1600,1600,1550,12
-95.999969,29.446815,20175,20175,167769,Houston,Fort Bend,80D3,1723,2226,2096,3064,2460,1787,1836,1800,2200,0,0,0,0,0,0,0,0,0,0,0,10
-95.999741,29.447716,20176,20176,167777,Houston,Fort Bend,80T38,1132,822,1025,1534,1186,1317,971,880,810,280,1000,1400,1250,880,910,820,930,1000,880,840,13
-95.992577,29.449924,20177,20177,167785,Houston,Fort Bend,80H120,26621,26589,25413,28107,29137,29981,27727,29000,28000,27000,27000,28000,27000,29000,27930,25000,26000,27000,23000,21000,9
-95.985832,29.456161,20178,20178,167793,Houston,Fort Bend,80H121,944,671,1132,1372,901,1068,792,670,610,200,810,770,530,750,830,750,660,650,800,640,13
-96.051353,29.533327,20188,20188,167873,Houston,Fort Bend,8.00E+13,5364,6127,5965,9011,8982,6569,6528,6400,6200,5600,5800,6800,7000,7200,7120,6100,6300,6500,6100,5700,13
-96.027023,29.491764,20189,20189,167881,Houston,Fort Bend,8.00E+12,874,655,744,1198,884,843,899,910,980,900,900,890,860,940,1080,850,890,820,820,650,13
-96.054077,29.585361,20190,20190,167897,Houston,Fort Bend,80H129,365,392,460,564,520,424,364,380,450,500,500,450,440,520,480,550,580,530,610,0,12
-96.054459,29.601404,20191,20191,167905,Houston,Fort Bend,8.00E+14,569,524,624,690,700,543,480,520,600,670,670,610,600,680,670,690,650,730,740,670,13
-96.024734,29.617544,20193,20193,167921,Houston,Fort Bend,8.00E+17,5011,4320,4285,4424,4579,3993,4216,4300,4700,4700,5000,4800,4700,4800,4900,4700,4400,4400,4300,4300,10
-95.990173,29.540142,20194,20194,167929,Houston,Fort Bend,80H127,5229,6465,5857,8361,8441,6317,6546,6200,5900,5200,5300,6300,6600,6600,6610,5600,6000,6100,5500,5000,13
-95.989265,29.541265,20195,20195,167937,Houston,Fort Bend,80H126,1365,1369,1370,1403,1493,1187,1248,1050,1050,1100,1000,1050,1150,1100,1120,1150,1100,1100,1550,1050,10
-95.976219,29.54166,20196,20196,167945,Houston,Fort Bend,80H125,5405,6138,5985,8530,9313,6349,6990,5900,5800,5100,5400,6400,6500,6500,6640,5600,6200,6000,5200,5300,13
-95.969933,29.540497,20197,20197,167953,Houston,Fort Bend,80H124,1550,1511,1303,1399,1207,681,794,730,530,470,580,640,810,1400,800,1100,1050,870,940,1150,10
-95.958923,29.543612,20198,20198,167961,Houston,Fort Bend,80H40,4401,5785,5191,7635,8013,5752,6256,5600,5500,4700,4800,6000,6100,5900,5940,5000,5100,5500,4300,3600,13
-95.997078,29.572998,20199,20199,167969,Houston,Fort Bend,80H130,575,496,584,605,663,453,449,440,430,480,480,490,500,530,460,600,500,550,560,530,10
-95.986313,29.593849,20200,20200,167977,Houston,Fort Bend,80H131,1411,1213,1282,1378,1265,1115,1027,950,1100,1000,900,940,1050,1000,1040,1050,980,1050,1000,910,12
-95.976219,29.603413,20201,20201,167985,Houston,Fort Bend,80H132,6374,5404,6079,5664,5681,4697,5000,5100,5200,5100,5700,5400,5200,5300,5540,5000,4700,4900,4700,4900,9
-95.969109,29.60146,20202,20202,167993,Houston,Fort Bend,80T43,6361,5583,5483,5812,5940,4756,4672,5000,5400,5200,6000,5500,5300,4500,4700,4200,4200,4900,5100,4600,11
-95.976593,29.606148,20203,20203,168001,Houston,Fort Bend,80H134,2812,2476,2367,2671,2501,2401,1530,1500,1800,2200,1350,1700,1850,2100,2300,1700,1600,1550,1750,1800,11
-96.094818,29.810198,20245,20245,168345,Houston,Waller,2.37E+21,1530,1290,1503,1956,1458,1448,1485,1300,1350,1200,1300,1200,1350,1350,1380,1300,1200,1150,1300,1050,13
-96.096977,29.812803,20246,20246,168353,Houston,Waller,237H57,227,184,402,398,485,383,426,360,390,400,370,390,390,400,390,450,430,360,500,340,12
-96.092613,29.81193,20247,20247,168361,Houston,Waller,237H57A,1370,1027,1279,1689,1228,1081,1011,930,1050,880,950,870,1050,1100,1070,940,840,820,870,650,11
-96.092636,29.84358,20248,20248,168369,Houston,Waller,237H58,76,73,268,270,282,173,281,240,260,280,260,240,270,280,270,240,260,240,340,300,12
-96.02047,29.672335,20261,20261,168473,Houston,Fort Bend,8.00E+18,2280,2078,2154,2575,2310,2696,2608,2300,2500,1950,2300,2700,3000,2700,3070,2400,2400,2100,2400,1800,10
-95.986992,29.67881,20262,20262,168481,Houston,Fort Bend,80H136,2892,2892,3162,3968,3328,3938,3936,3400,3700,3000,3300,3800,4100,3500,3600,3400,3700,3500,3900,2800,12
-95.977043,29.67498,20263,20263,168489,Houston,Fort Bend,80H135,2903,2681,2744,2886,2819,2573,2441,2100,2100,2400,1700,1900,1950,1950,2400,1850,1650,1700,1650,1450,10
-95.977432,29.680769,20264,20264,168497,Houston,Fort Bend,80H138,3454,3169,3469,3479,3185,2770,2860,2700,2800,2200,2400,2500,2400,2100,2570,1950,1900,1600,1750,1600,12
-95.984726,29.740515,20265,20265,168513,Houston,Waller,237H46,3153,3219,3294,3419,3345,2765,2448,2400,2700,2000,2100,2500,2400,3500,2820,2100,2000,1900,1750,1600,10
-96.02951,29.77269,20266,20266,168529,Houston,Waller,2.37E+20,65795,66977,57555,56414,51204,50931,53411,51000,47000,52000,44000,49000,55000,45750,45630,45000,41000,42000,46000,44000,13
-96.034859,29.832615,20267,20267,168537,Houston,Waller,237H56,1340,1148,1252,1644,1427,1006,959,840,910,890,850,860,970,1000,1050,960,820,720,600,660,11
-95.97834,29.785149,20268,20268,168545,Houston,Waller,237H50,1928,1187,1144,1076,1285,1079,1020,1100,1050,1100,1100,1250,1300,1500,1510,1450,1450,1150,1250,1200,9
-95.967453,29.776991,20269,20269,168553,Houston,Waller,237S103,6919,6621,6441,6859,6497,6083,6317,5600,5600,5000,5500,5700,6200,5900,4900,3900,3700,3900,4000,4100,11
